s,a,k,h,I
2023-04-18,05-14,4,0,100
2023-04-18,15-34,4,2,1801
2023-04-18,35-59,4,10,3638
2023-04-18,60-79,4,10,4346
2023-04-18,80+,4,19,4373
2023-04-18,00-04,5,0,290
2023-04-18,05-14,5,0,100
2023-04-18,15-34,5,0,1801
2023-04-18,35-59,5,2,3638
2023-04-18,60-79,5,10,4346
2023-04-18,80+,5,11,4373
2023-04-18,00-04,6,0,290
2023-04-18,05-14,6,0,100
2023-04-18,15-34,6,0,1801
2023-04-18,35-59,6,0,3638
2023-04-18,60-79,6,1,4346
2023-04-18,80+,6,3,4373
2023-04-18,00-04,7,0,290
2023-04-18,05-14,7,0,100
2023-04-18,15-34,7,0,1801
2023-04-18,35-59,7,1,3638
2023-04-18,60-79,7,2,4346
2023-04-18,80+,7,4,4373
2023-04-19,00-04,0,81,232
2023-04-19,05-14,0,12,82
2023-04-19,15-34,0,122,1682
2023-04-19,35-59,0,359,3367
2023-04-19,60-79,0,1138,3663
2023-04-19,80+,0,1501,3516
2023-04-19,00-04,1,6,232
2023-04-19,05-14,1,0,82
2023-04-19,15-34,1,11,1682
2023-04-19,35-59,1,38,3367
2023-04-19,60-79,1,179,3663
2023-04-19,80+,1,242,3516
2023-04-19,00-04,2,1,232
2023-04-19,05-14,2,1,82
2023-04-19,15-34,2,2,1682
2023-04-19,35-59,2,11,3367
2023-04-19,60-79,2,28,3663
2023-04-19,80+,2,51,3516
2023-04-19,00-04,3,1,232
2023-04-19,05-14,3,0,82
2023-04-19,15-34,3,3,1682
2023-04-19,35-59,3,5,3367
2023-04-19,60-79,3,16,3663
2023-04-19,80+,3,15,3516
2023-04-19,00-04,4,0,232
2023-04-19,05-14,4,0,82
2023-04-19,15-34,4,1,1682
2023-04-19,35-59,4,12,3367
2023-04-19,60-79,4,11,3663
2023-04-19,80+,4,16,3516
2023-04-19,00-04,5,0,232
2023-04-19,05-14,5,0,82
2023-04-19,15-34,5,0,1682
2023-04-19,35-59,5,3,3367
2023-04-19,60-79,5,4,3663
2023-04-19,80+,5,6,3516
2023-04-19,00-04,6,0,232
2023-04-19,05-14,6,0,82
2023-04-19,15-34,6,0,1682
2023-04-19,35-59,6,0,3367
2023-04-19,60-79,6,1,3663
2023-04-19,80+,6,4,3516
2023-04-19,00-04,7,0,232
2023-04-19,05-14,7,0,82
2023-04-19,15-34,7,0,1682
2023-04-19,35-59,7,0,3367
2023-04-19,60-79,7,3,3663
2023-04-19,80+,7,3,3516
2023-04-20,00-04,0,73,227
2023-04-20,05-14,0,13,83
2023-04-20,15-34,0,101,1584
2023-04-20,35-59,0,334,3192
2023-04-20,60-79,0,1117,3518
2023-04-20,80+,0,1412,3350
2023-04-20,00-04,1,6,227
2023-04-20,05-14,1,0,83
2023-04-20,15-34,1,10,1584
2023-04-20,35-59,1,40,3192
2023-04-20,60-79,1,163,3518
2023-04-20,80+,1,228,3350
2023-04-20,00-04,2,2,227
2023-04-20,05-14,2,1,83
2023-04-20,15-34,2,2,1584
2023-04-20,35-59,2,9,3192
2023-04-20,60-79,2,23,3518
2023-04-20,80+,2,42,3350
2023-04-20,00-04,3,0,227
2023-04-20,05-14,3,0,83
2023-04-20,15-34,3,2,1584
2023-04-20,35-59,3,8,3192
2023-04-20,60-79,3,13,3518
2023-04-20,80+,3,17,3350
2023-04-20,00-04,4,0,227
2023-04-20,05-14,4,0,83
2023-04-20,15-34,4,2,1584
2023-04-20,35-59,4,7,3192
2023-04-20,60-79,4,10,3518
2023-04-20,80+,4,12,3350
2023-04-20,00-04,5,0,227
2023-04-20,05-14,5,0,83
2023-04-20,15-34,5,0,1584
2023-04-20,35-59,5,2,3192
2023-04-20,60-79,5,4,3518
2023-04-20,80+,5,6,3350
2023-04-20,00-04,6,0,227
2023-04-20,05-14,6,0,83
2023-04-20,15-34,6,0,1584
2023-04-20,35-59,6,0,3192
2023-04-20,60-79,6,0,3518
2023-04-20,80+,6,3,3350
2023-04-20,00-04,7,0,227
2023-04-20,05-14,7,0,83
2023-04-20,15-34,7,0,1584
2023-04-20,35-59,7,0,3192
2023-04-20,60-79,7,3,3518
2023-04-20,80+,7,4,3350
2023-04-21,00-04,0,67,218
2023-04-21,05-14,0,13,82
2023-04-21,15-34,0,90,1452
2023-04-21,35-59,0,325,2978
2023-04-21,60-79,0,1087,3385
2023-04-21,80+,0,1306,3135
2023-04-21,00-04,1,7,218
2023-04-21,05-14,1,1,82
2023-04-21,15-34,1,13,1452
2023-04-21,35-59,1,51,2978
2023-04-21,60-79,1,150,3385
2023-04-21,80+,1,215,3135
2023-04-21,00-04,2,1,218
2023-04-21,05-14,2,1,82
2023-04-21,15-34,2,1,1452
2023-04-21,35-59,2,8,2978
2023-04-21,60-79,2,32,3385
2023-04-21,80+,2,41,3135
2023-04-21,00-04,3,0,218
2023-04-21,05-14,3,0,82
2023-04-21,15-34,3,2,1452
2023-04-21,35-59,3,7,2978
2023-04-21,60-79,3,12,3385
2023-04-21,80+,3,13,3135
2023-04-21,00-04,4,1,218
2023-04-21,05-14,4,0,82
2023-04-21,15-34,4,2,1452
2023-04-21,35-59,4,2,2978
2023-04-21,60-79,4,7,3385
2023-04-21,80+,4,10,3135
2023-04-21,00-04,5,0,218
2023-04-21,05-14,5,0,82
2023-04-21,15-34,5,0,1452
2023-04-21,35-59,5,2,2978
2023-04-21,60-79,5,4,3385
2023-04-21,80+,5,3,3135
2023-04-21,00-04,6,0,218
2023-04-21,05-14,6,0,82
2023-04-21,15-34,6,0,1452
2023-04-21,35-59,6,0,2978
2023-04-21,60-79,6,0,3385
2023-04-21,80+,6,3,3135
2023-04-21,00-04,7,0,218
2023-04-21,05-14,7,0,82
2023-04-21,15-34,7,0,1452
2023-04-21,35-59,7,0,2978
2023-04-21,60-79,7,2,3385
2023-04-21,80+,7,1,3135
2023-04-22,00-04,0,64,211
2023-04-22,05-14,0,10,85
2023-04-22,15-34,0,87,1412
2023-04-22,35-59,0,278,2836
2023-04-22,60-79,0,987,3331
2023-04-22,80+,0,1141,2966
2023-04-22,00-04,1,12,211
2023-04-22,05-14,1,3,85
2023-04-22,15-34,1,20,1412
2023-04-22,35-59,1,70,2836
2023-04-22,60-79,1,221,3331
2023-04-22,80+,1,303,2966
2023-04-22,00-04,2,1,211
2023-04-22,05-14,2,1,85
2023-04-22,15-34,2,1,1412
2023-04-22,35-59,2,8,2836
2023-04-22,60-79,2,38,3331
2023-04-22,80+,2,46,2966
2023-04-22,00-04,3,0,211
2023-04-22,05-14,3,0,85
2023-04-22,15-34,3,2,1412
2023-04-22,35-59,3,6,2836
2023-04-22,60-79,3,13,3331
2023-04-22,80+,3,16,2966
2023-04-22,00-04,4,1,211
2023-04-22,05-14,4,0,85
2023-04-22,15-34,4,2,1412
2023-04-22,35-59,4,2,2836
2023-04-22,60-79,4,7,3331
2023-04-22,80+,4,10,2966
2023-04-22,00-04,5,0,211
2023-04-22,05-14,5,0,85
2023-04-22,15-34,5,0,1412
2023-04-22,35-59,5,2,2836
2023-04-22,60-79,5,5,3331
2023-04-22,80+,5,2,2966
2023-04-22,00-04,6,0,211
2023-04-22,05-14,6,0,85
2023-04-22,15-34,6,0,1412
2023-04-22,35-59,6,0,2836
2023-04-22,60-79,6,0,3331
2023-04-22,80+,6,5,2966
2023-04-22,00-04,7,0,211
2023-04-22,05-14,7,0,85
2023-04-22,15-34,7,0,1412
2023-04-22,35-59,7,0,2836
2023-04-22,60-79,7,1,3331
2023-04-22,80+,7,1,2966
2023-04-23,00-04,0,60,203
2023-04-23,05-14,0,10,84
2023-04-23,15-34,0,83,1371
2023-04-23,35-59,0,272,2760
2023-04-23,60-79,0,955,3227
2023-04-23,80+,0,1116,2880
2023-04-23,00-04,1,14,203
2023-04-23,05-14,1,4,84
2023-04-23,15-34,1,21,1371
2023-04-23,35-59,1,74,2760
2023-04-23,60-79,1,239,3227
2023-04-23,80+,1,319,2880
2023-04-23,00-04,2,1,203
2023-04-23,05-14,2,1,84
2023-04-23,15-34,2,1,1371
2023-04-23,35-59,2,7,2760
2023-04-23,60-79,2,40,3227
2023-04-23,80+,2,46,2880
2023-04-23,00-04,3,0,203
2023-04-23,05-14,3,0,84
2023-04-23,15-34,3,2,1371
2023-04-23,35-59,3,6,2760
2023-04-23,60-79,3,13,3227
2023-04-23,80+,3,16,2880
2023-04-23,00-04,4,1,203
2023-04-23,05-14,4,0,84
2023-04-23,15-34,4,2,1371
2023-04-23,35-59,4,2,2760
2023-04-23,60-79,4,7,3227
2023-04-23,80+,4,10,2880
2023-04-23,00-04,5,1,203
2023-04-23,05-14,5,0,84
2023-04-23,15-34,5,0,1371
2023-04-23,35-59,5,2,2760
2023-04-23,60-79,5,5,3227
2023-04-23,80+,5,2,2880
2023-04-23,00-04,6,0,203
2023-04-23,05-14,6,0,84
2023-04-23,15-34,6,0,1371
2023-04-23,35-59,6,0,2760
2023-04-23,60-79,6,0,3227
2023-04-23,80+,6,5,2880
2023-04-23,00-04,7,0,203
2023-04-23,05-14,7,0,84
2023-04-23,15-34,7,0,1371
2023-04-23,35-59,7,0,2760
2023-04-23,60-79,7,1,3227
2023-04-23,80+,7,1,2880
2023-04-24,00-04,0,60,196
2023-04-24,05-14,0,12,84
2023-04-24,15-34,0,93,1351
2023-04-24,35-59,0,301,2732
2023-04-24,60-79,0,1061,3153
2023-04-24,80+,0,1250,2799
2023-04-24,00-04,1,10,196
2023-04-24,05-14,1,2,84
2023-04-24,15-34,1,14,1351
2023-04-24,35-59,1,49,2732
2023-04-24,60-79,1,124,3153
2023-04-24,80+,1,177,2799
2023-04-24,00-04,2,1,196
2023-04-24,05-14,2,1,84
2023-04-24,15-34,2,1,1351
2023-04-24,35-59,2,8,2732
2023-04-24,60-79,2,46,3153
2023-04-24,80+,2,54,2799
2023-04-24,00-04,3,0,196
2023-04-24,05-14,3,0,84
2023-04-24,15-34,3,2,1351
2023-04-24,35-59,3,4,2732
2023-04-24,60-79,3,9,3153
2023-04-24,80+,3,19,2799
2023-04-24,00-04,4,1,196
2023-04-24,05-14,4,0,84
2023-04-24,15-34,4,2,1351
2023-04-24,35-59,4,3,2732
2023-04-24,60-79,4,6,3153
2023-04-24,80+,4,7,2799
2023-04-24,00-04,5,1,196
2023-04-24,05-14,5,0,84
2023-04-24,15-34,5,0,1351
2023-04-24,35-59,5,2,2732
2023-04-24,60-79,5,5,3153
2023-04-24,80+,5,4,2799
2023-04-24,00-04,6,0,196
2023-04-24,05-14,6,0,84
2023-04-24,15-34,6,0,1351
2023-04-24,35-59,6,0,2732
2023-04-24,60-79,6,1,3153
2023-04-24,80+,6,7,2799
2023-04-24,00-04,7,0,196
2023-04-24,05-14,7,0,84
2023-04-24,15-34,7,0,1351
2023-04-24,35-59,7,0,2732
2023-04-24,60-79,7,0,3153
2023-04-24,80+,7,0,2799
2023-04-25,00-04,0,57,182
2023-04-25,05-14,0,17,95
2023-04-25,15-34,0,81,1267
2023-04-25,35-59,0,278,2589
2023-04-25,60-79,0,985,2998
2023-04-25,80+,0,1185,2601
2023-04-25,00-04,1,9,182
2023-04-25,05-14,1,3,95
2023-04-25,15-34,1,10,1267
2023-04-25,35-59,1,49,2589
2023-04-25,60-79,1,129,2998
2023-04-25,80+,1,176,2601
2023-04-25,00-04,2,2,182
2023-04-25,05-14,2,1,95
2023-04-25,15-34,2,3,1267
2023-04-25,35-59,2,9,2589
2023-04-25,60-79,2,44,2998
2023-04-25,80+,2,54,2601
2023-04-25,00-04,3,0,182
2023-04-25,05-14,3,0,95
2023-04-25,15-34,3,1,1267
2023-04-25,35-59,3,4,2589
2023-04-25,60-79,3,17,2998
2023-04-25,80+,3,17,2601
2023-04-25,00-04,4,2,182
2023-04-25,05-14,4,0,95
2023-04-25,15-34,4,4,1267
2023-04-25,35-59,4,6,2589
2023-04-25,60-79,4,7,2998
2023-04-25,80+,4,6,2601
2023-04-25,00-04,5,0,182
2023-04-25,05-14,5,0,95
2023-04-25,15-34,5,0,1267
2023-04-25,35-59,5,0,2589
2023-04-25,60-79,5,0,2998
2023-04-25,80+,5,4,2601
2023-04-25,00-04,6,0,182
2023-04-25,05-14,6,0,95
2023-04-25,15-34,6,0,1267
2023-04-25,35-59,6,0,2589
2023-04-25,60-79,6,2,2998
2023-04-25,80+,6,6,2601
2023-04-25,00-04,7,0,182
2023-04-25,05-14,7,0,95
2023-04-25,15-34,7,0,1267
2023-04-25,35-59,7,0,2589
2023-04-25,60-79,7,0,2998
2023-04-25,80+,7,0,2601
2023-04-26,00-04,0,58,191
2023-04-26,05-14,0,17,97
2023-04-26,15-34,0,79,1191
2023-04-26,35-59,0,280,2441
2023-04-26,60-79,0,916,2944
2023-04-26,80+,0,1157,2576
2023-04-26,00-04,1,7,191
2023-04-26,05-14,1,3,97
2023-04-26,15-34,1,12,1191
2023-04-26,35-59,1,47,2441
2023-04-26,60-79,1,145,2944
2023-04-26,80+,1,168,2576
2023-04-26,00-04,2,3,191
2023-04-26,05-14,2,2,97
2023-04-26,15-34,2,1,1191
2023-04-26,35-59,2,2,2441
2023-04-26,60-79,2,41,2944
2023-04-26,80+,2,43,2576
2023-04-26,00-04,3,2,191
2023-04-26,05-14,3,0,97
2023-04-26,15-34,3,1,1191
2023-04-26,35-59,3,3,2441
2023-04-26,60-79,3,14,2944
2023-04-26,80+,3,16,2576
2023-04-26,00-04,4,1,191
2023-04-26,05-14,4,0,97
2023-04-26,15-34,4,3,1191
2023-04-26,35-59,4,3,2441
2023-04-26,60-79,4,5,2944
2023-04-26,80+,4,9,2576
2023-04-26,00-04,5,0,191
2023-04-26,05-14,5,0,97
2023-04-26,15-34,5,0,1191
2023-04-26,35-59,5,0,2441
2023-04-26,60-79,5,0,2944
2023-04-26,80+,5,3,2576
2023-04-26,00-04,6,0,191
2023-04-26,05-14,6,0,97
2023-04-26,15-34,6,0,1191
2023-04-26,35-59,6,0,2441
2023-04-26,60-79,6,1,2944
2023-04-26,80+,6,5,2576
2023-04-26,00-04,7,0,191
2023-04-26,05-14,7,0,97
2023-04-26,15-34,7,0,1191
2023-04-26,35-59,7,0,2441
2023-04-26,60-79,7,0,2944
2023-04-26,80+,7,0,2576
2023-04-27,00-04,0,67,212
2023-04-27,05-14,0,17,87
2023-04-27,15-34,0,83,1165
2023-04-27,35-59,0,294,2365
2023-04-27,60-79,0,882,2825
2023-04-27,80+,0,1149,2497
2023-04-27,00-04,1,4,212
2023-04-27,05-14,1,0,87
2023-04-27,15-34,1,11,1165
2023-04-27,35-59,1,34,2365
2023-04-27,60-79,1,115,2825
2023-04-27,80+,1,146,2497
2023-04-27,00-04,2,2,212
2023-04-27,05-14,2,3,87
2023-04-27,15-34,2,1,1165
2023-04-27,35-59,2,4,2365
2023-04-27,60-79,2,36,2825
2023-04-27,80+,2,37,2497
2023-04-27,00-04,3,1,212
2023-04-27,05-14,3,0,87
2023-04-27,15-34,3,0,1165
2023-04-27,35-59,3,4,2365
2023-04-27,60-79,3,10,2825
2023-04-27,80+,3,13,2497
2023-04-27,00-04,4,1,212
2023-04-27,05-14,4,0,87
2023-04-27,15-34,4,3,1165
2023-04-27,35-59,4,3,2365
2023-04-27,60-79,4,5,2825
2023-04-27,80+,4,14,2497
2023-04-27,00-04,5,0,212
2023-04-27,05-14,5,0,87
2023-04-27,15-34,5,0,1165
2023-04-27,35-59,5,0,2365
2023-04-27,60-79,5,0,2825
2023-04-27,80+,5,2,2497
2023-04-27,00-04,6,0,212
2023-04-27,05-14,6,0,87
2023-04-27,15-34,6,0,1165
2023-04-27,35-59,6,0,2365
2023-04-27,60-79,6,2,2825
2023-04-27,80+,6,3,2497
2023-04-27,00-04,7,0,212
2023-04-27,05-14,7,0,87
2023-04-27,15-34,7,0,1165
2023-04-27,35-59,7,0,2365
2023-04-27,60-79,7,0,2825
2023-04-27,80+,7,1,2497
2023-04-28,00-04,0,74,219
2023-04-28,05-14,0,15,98
2023-04-28,15-34,0,84,1152
2023-04-28,35-59,0,265,2368
2023-04-28,60-79,0,858,2760
2023-04-28,80+,0,1117,2415
2023-04-28,00-04,1,3,219
2023-04-28,05-14,1,2,98
2023-04-28,15-34,1,7,1152
2023-04-28,35-59,1,22,2368
2023-04-28,60-79,1,117,2760
2023-04-28,80+,1,122,2415
2023-04-28,00-04,2,1,219
2023-04-28,05-14,2,1,98
2023-04-28,15-34,2,0,1152
2023-04-28,35-59,2,5,2368
2023-04-28,60-79,2,26,2760
2023-04-28,80+,2,38,2415
2023-04-28,00-04,3,0,219
2023-04-28,05-14,3,0,98
2023-04-28,15-34,3,0,1152
2023-04-28,35-59,3,6,2368
2023-04-28,60-79,3,6,2760
2023-04-28,80+,3,7,2415
2023-04-28,00-04,4,1,219
2023-04-28,05-14,4,0,98
2023-04-28,15-34,4,3,1152
2023-04-28,35-59,4,1,2368
2023-04-28,60-79,4,4,2760
2023-04-28,80+,4,14,2415
2023-04-28,00-04,5,0,219
2023-04-28,05-14,5,0,98
2023-04-28,15-34,5,0,1152
2023-04-28,35-59,5,0,2368
2023-04-28,60-79,5,0,2760
2023-04-28,80+,5,4,2415
2023-04-28,00-04,6,0,219
2023-04-28,05-14,6,0,98
2023-04-28,15-34,6,0,1152
2023-04-28,35-59,6,0,2368
2023-04-28,60-79,6,2,2760
2023-04-28,80+,6,0,2415
2023-04-28,00-04,7,0,219
2023-04-28,05-14,7,0,98
2023-04-28,15-34,7,0,1152
2023-04-28,35-59,7,0,2368
2023-04-28,60-79,7,0,2760
2023-04-28,80+,7,0,2415
2023-04-29,00-04,0,63,219
2023-04-29,05-14,0,15,99
2023-04-29,15-34,0,72,1098
2023-04-29,35-59,0,242,2267
2023-04-29,60-79,0,758,2681
2023-04-29,80+,0,1021,2379
2023-04-29,00-04,1,7,219
2023-04-29,05-14,1,2,99
2023-04-29,15-34,1,8,1098
2023-04-29,35-59,1,46,2267
2023-04-29,60-79,1,174,2681
2023-04-29,80+,1,198,2379
2023-04-29,00-04,2,1,219
2023-04-29,05-14,2,1,99
2023-04-29,15-34,2,1,1098
2023-04-29,35-59,2,9,2267
2023-04-29,60-79,2,33,2681
2023-04-29,80+,2,42,2379
2023-04-29,00-04,3,0,219
2023-04-29,05-14,3,0,99
2023-04-29,15-34,3,0,1098
2023-04-29,35-59,3,6,2267
2023-04-29,60-79,3,10,2681
2023-04-29,80+,3,10,2379
2023-04-29,00-04,4,1,219
2023-04-29,05-14,4,0,99
2023-04-29,15-34,4,3,1098
2023-04-29,35-59,4,0,2267
2023-04-29,60-79,4,4,2681
2023-04-29,80+,4,14,2379
2023-04-29,00-04,5,0,219
2023-04-29,05-14,5,0,99
2023-04-29,15-34,5,0,1098
2023-04-29,35-59,5,0,2267
2023-04-29,60-79,5,0,2681
2023-04-29,80+,5,0,2379
2023-04-29,00-04,6,0,219
2023-04-29,05-14,6,0,99
2023-04-29,15-34,6,0,1098
2023-04-29,35-59,6,0,2267
2023-04-29,60-79,6,1,2681
2023-04-29,80+,6,0,2379
2023-04-29,00-04,7,0,219
2023-04-29,05-14,7,0,99
2023-04-29,15-34,7,0,1098
2023-04-29,35-59,7,0,2267
2023-04-29,60-79,7,0,2681
2023-04-29,80+,7,0,2379
2023-04-30,00-04,0,61,210
2023-04-30,05-14,0,14,97
2023-04-30,15-34,0,71,1068
2023-04-30,35-59,0,236,2195
2023-04-30,60-79,0,737,2601
2023-04-30,80+,0,1002,2328
2023-04-30,00-04,1,9,210
2023-04-30,05-14,1,2,97
2023-04-30,15-34,1,11,1068
2023-04-30,35-59,1,51,2195
2023-04-30,60-79,1,199,2601
2023-04-30,80+,1,232,2328
2023-04-30,00-04,2,1,210
2023-04-30,05-14,2,1,97
2023-04-30,15-34,2,1,1068
2023-04-30,35-59,2,9,2195
2023-04-30,60-79,2,34,2601
2023-04-30,80+,2,44,2328
2023-04-30,00-04,3,0,210
2023-04-30,05-14,3,0,97
2023-04-30,15-34,3,1,1068
2023-04-30,35-59,3,5,2195
2023-04-30,60-79,3,10,2601
2023-04-30,80+,3,11,2328
2023-04-30,00-04,4,0,210
2023-04-30,05-14,4,0,97
2023-04-30,15-34,4,2,1068
2023-04-30,35-59,4,0,2195
2023-04-30,60-79,4,4,2601
2023-04-30,80+,4,14,2328
2023-04-30,00-04,5,0,210
2023-04-30,05-14,5,0,97
2023-04-30,15-34,5,0,1068
2023-04-30,35-59,5,0,2195
2023-04-30,60-79,5,0,2601
2023-04-30,80+,5,0,2328
2023-04-30,00-04,6,0,210
2023-04-30,05-14,6,0,97
2023-04-30,15-34,6,0,1068
2023-04-30,35-59,6,0,2195
2023-04-30,60-79,6,1,2601
2023-04-30,80+,6,0,2328
2023-04-30,00-04,7,0,210
2023-04-30,05-14,7,0,97
2023-04-30,15-34,7,0,1068
2023-04-30,35-59,7,0,2195
2023-04-30,60-79,7,0,2601
2023-04-30,80+,7,0,2328
2023-05-01,00-04,0,59,203
2023-05-01,05-14,0,14,96
2023-05-01,15-34,0,68,1055
2023-05-01,35-59,0,226,2166
2023-05-01,60-79,0,717,2548
2023-05-01,80+,0,968,2242
2023-05-01,00-04,1,12,203
2023-05-01,05-14,1,4,96
2023-05-01,15-34,1,11,1055
2023-05-01,35-59,1,61,2166
2023-05-01,60-79,1,236,2548
2023-05-01,80+,1,265,2242
2023-05-01,00-04,2,1,203
2023-05-01,05-14,2,0,96
2023-05-01,15-34,2,2,1055
2023-05-01,35-59,2,8,2166
2023-05-01,60-79,2,24,2548
2023-05-01,80+,2,34,2242
2023-05-01,00-04,3,0,203
2023-05-01,05-14,3,0,96
2023-05-01,15-34,3,1,1055
2023-05-01,35-59,3,3,2166
2023-05-01,60-79,3,5,2548
2023-05-01,80+,3,8,2242
2023-05-01,00-04,4,0,203
2023-05-01,05-14,4,0,96
2023-05-01,15-34,4,2,1055
2023-05-01,35-59,4,0,2166
2023-05-01,60-79,4,4,2548
2023-05-01,80+,4,13,2242
2023-05-01,00-04,5,0,203
2023-05-01,05-14,5,0,96
2023-05-01,15-34,5,0,1055
2023-05-01,35-59,5,0,2166
2023-05-01,60-79,5,0,2548
2023-05-01,80+,5,0,2242
2023-05-01,00-04,6,0,203
2023-05-01,05-14,6,0,96
2023-05-01,15-34,6,0,1055
2023-05-01,35-59,6,0,2166
2023-05-01,60-79,6,1,2548
2023-05-01,80+,6,0,2242
2023-05-01,00-04,7,0,203
2023-05-01,05-14,7,0,96
2023-05-01,15-34,7,0,1055
2023-05-01,35-59,7,0,2166
2023-05-01,60-79,7,0,2548
2023-05-01,80+,7,0,2242
2023-05-02,00-04,0,45,147
2023-05-02,05-14,0,7,69
2023-05-02,15-34,0,53,772
2023-05-02,35-59,0,179,1633
2023-05-02,60-79,0,565,1710
2023-05-02,80+,0,697,1459
2023-05-02,00-04,1,5,147
2023-05-02,05-14,1,4,69
2023-05-02,15-34,1,3,772
2023-05-02,35-59,1,37,1633
2023-05-02,60-79,1,128,1710
2023-05-02,80+,1,147,1459
2023-05-02,00-04,2,1,147
2023-05-02,05-14,2,0,69
2023-05-02,15-34,2,1,772
2023-05-02,35-59,2,7,1633
2023-05-02,60-79,2,16,1710
2023-05-02,80+,2,29,1459
2023-05-02,00-04,3,0,147
2023-05-02,05-14,3,0,69
2023-05-02,15-34,3,0,772
2023-05-02,35-59,3,0,1633
2023-05-02,60-79,3,2,1710
2023-05-02,80+,3,10,1459
2023-05-02,00-04,4,0,147
2023-05-02,05-14,4,0,69
2023-05-02,15-34,4,0,772
2023-05-02,35-59,4,0,1633
2023-05-02,60-79,4,1,1710
2023-05-02,80+,4,5,1459
2023-05-02,00-04,5,0,147
2023-05-02,05-14,5,0,69
2023-05-02,15-34,5,0,772
2023-05-02,35-59,5,0,1633
2023-05-02,60-79,5,1,1710
2023-05-02,80+,5,1,1459
2023-05-02,00-04,6,0,147
2023-05-02,05-14,6,0,69
2023-05-02,15-34,6,0,772
2023-05-02,35-59,6,0,1633
2023-05-02,60-79,6,0,1710
2023-05-02,80+,6,0,1459
2023-05-02,00-04,7,0,147
2023-05-02,05-14,7,0,69
2023-05-02,15-34,7,0,772
2023-05-02,35-59,7,0,1633
2023-05-02,60-79,7,0,1710
2023-05-02,80+,7,0,1459
2023-05-03,00-04,0,54,151
2023-05-03,05-14,0,5,72
2023-05-03,15-34,0,59,750
2023-05-03,35-59,0,212,1595
2023-05-03,60-79,0,666,1887
2023-05-03,80+,0,844,1730
2023-05-03,00-04,1,6,151
2023-05-03,05-14,1,3,72
2023-05-03,15-34,1,5,750
2023-05-03,35-59,1,43,1595
2023-05-03,60-79,1,128,1887
2023-05-03,80+,1,172,1730
2023-05-03,00-04,2,0,151
2023-05-03,05-14,2,0,72
2023-05-03,15-34,2,2,750
2023-05-03,35-59,2,11,1595
2023-05-03,60-79,2,26,1887
2023-05-03,80+,2,32,1730
2023-05-03,00-04,3,0,151
2023-05-03,05-14,3,0,72
2023-05-03,15-34,3,0,750
2023-05-03,35-59,3,2,1595
2023-05-03,60-79,3,3,1887
2023-05-03,80+,3,13,1730
2023-05-03,00-04,4,1,151
2023-05-03,05-14,4,0,72
2023-05-03,15-34,4,0,750
2023-05-03,35-59,4,0,1595
2023-05-03,60-79,4,1,1887
2023-05-03,80+,4,2,1730
2023-05-03,00-04,5,0,151
2023-05-03,05-14,5,0,72
2023-05-03,15-34,5,0,750
2023-05-03,35-59,5,0,1595
2023-05-03,60-79,5,1,1887
2023-05-03,80+,5,1,1730
2023-05-03,00-04,6,1,151
2023-05-03,05-14,6,0,72
2023-05-03,15-34,6,0,750
2023-05-03,35-59,6,0,1595
2023-05-03,60-79,6,1,1887
2023-05-03,80+,6,0,1730
2023-05-03,00-04,7,0,151
2023-05-03,05-14,7,0,72
2023-05-03,15-34,7,0,750
2023-05-03,35-59,7,0,1595
2023-05-03,60-79,7,1,1887
2023-05-03,80+,7,0,1730
2023-05-04,00-04,0,52,148
2023-05-04,05-14,0,8,79
2023-05-04,15-34,0,56,748
2023-05-04,35-59,0,202,1563
2023-05-04,60-79,0,706,2030
2023-05-04,80+,0,863,1858
2023-05-04,00-04,1,5,148
2023-05-04,05-14,1,0,79
2023-05-04,15-34,1,8,748
2023-05-04,35-59,1,34,1563
2023-05-04,60-79,1,106,2030
2023-05-04,80+,1,187,1858
2023-05-04,00-04,2,0,148
2023-05-04,05-14,2,1,79
2023-05-04,15-34,2,1,748
2023-05-04,35-59,2,6,1563
2023-05-04,60-79,2,21,2030
2023-05-04,80+,2,27,1858
2023-05-04,00-04,3,0,148
2023-05-04,05-14,3,0,79
2023-05-04,15-34,3,0,748
2023-05-04,35-59,3,2,1563
2023-05-04,60-79,3,4,2030
2023-05-04,80+,3,13,1858
2023-05-04,00-04,4,1,148
2023-05-04,05-14,4,0,79
2023-05-04,15-34,4,0,748
2023-05-04,35-59,4,0,1563
2023-05-04,60-79,4,3,2030
2023-05-04,80+,4,2,1858
2023-05-04,00-04,5,0,148
2023-05-04,05-14,5,0,79
2023-05-04,15-34,5,0,748
2023-05-04,35-59,5,0,1563
2023-05-04,60-79,5,2,2030
2023-05-04,80+,5,2,1858
2023-05-04,00-04,6,1,148
2023-05-04,05-14,6,0,79
2023-05-04,15-34,6,0,748
2023-05-04,35-59,6,0,1563
2023-05-04,60-79,6,2,2030
2023-05-04,80+,6,0,1858
2023-05-04,00-04,7,0,148
2023-05-04,05-14,7,0,79
2023-05-04,15-34,7,0,748
2023-05-04,35-59,7,0,1563
2023-05-04,60-79,7,1,2030
2023-05-04,80+,7,0,1858
2023-05-05,00-04,0,42,138
2023-05-05,05-14,0,10,73
2023-05-05,15-34,0,53,754
2023-05-05,35-59,0,216,1628
2023-05-05,60-79,0,715,2038
2023-05-05,80+,0,909,1926
2023-05-05,00-04,1,4,138
2023-05-05,05-14,1,0,73
2023-05-05,15-34,1,15,754
